title,authors,year,venue,abstract,arxiv_url,arxiv_id,doi,field,source_api,extra
An Information-Theoretic Framework For Optimizing Experimental Design To Distinguish Probabilistic Neural Codes,Po-Chen Kuo; Edgar Y. Walker,2026,q-bio.NC,"The Bayesian brain hypothesis has been a leading theory in understanding perceptual decision-making under uncertainty. While extensive psychophysical evidence supports the notion of the brain performing Bayesian computations, how uncertainty information is encoded in sensory neural populations remains elusive. Specifically, two competing hypotheses propose that early sensory populations encode either the likelihood function (exemplified by probabilistic population codes) or the posterior distribution (exemplified by neural sampling codes) over the stimulus, with the key distinction lying in whether stimulus priors would modulate the neural responses. However, experimentally differentiating these two hypotheses has remained challenging, as it is unclear what task design would effectively distinguish the two. In this work, we present an information-theoretic framework for optimizing the task stimulus distribution that would maximally differentiate competing probabilistic neural codes. To quantify how distinguishable the two probabilistic coding hypotheses are under a given task design, we derive the information gap--the expected performance difference when likelihood versus posterior decoders are applied to neural populations--by evaluating the Kullback-Leibler divergence between the true posterior and a task-marginalized surrogate posterior. Through extensive simulations, we demonstrate that the information gap accurately predicts decoder performance differences across diverse task settings. Critically, maximizing the information gap yields stimulus distributions that optimally differentiate likelihood and posterior coding hypotheses. Our framework enables principled, theory-driven experimental designs with maximal discriminative power to differentiate probabilistic neural codes, advancing our understanding of how neural populations represent and process sensory uncertainty.",https://arxiv.org/abs/2603.01387v2,2603.01387v2,,Psychology,arXiv,{}
Scaling of learning time for high dimensional inputs,Carlos Stein Brito,2026,q-bio.NC,"Representation learning from complex data typically involves models with a large number of parameters, which in turn require large amounts of data samples. In neural network models, model complexity grows with the number of inputs to each neuron, with a trade-off between model expressivity and learning time. A precise characterization of this trade-off would help explain the connectivity and learning times observed in artificial and biological networks. We present a theoretical analysis of how learning time depends on input dimensionality for a Hebbian learning model performing independent component analysis. Based on the geometry of high-dimensional spaces, we show that the learning dynamics reduce to a unidimensional problem, with learning times dependent only on initial conditions. For higher input dimensions, initial parameters have smaller learning gradients and larger learning times. We find that learning times have supralinear scaling, becoming quickly prohibitive for high input dimensions. These results reveal a fundamental limitation for learning in high dimensions and help elucidate how the optimal design of neural networks depends on data complexity. Our approach outlines a new framework for analyzing learning dynamics and model complexity in neural network models.",https://arxiv.org/abs/2603.01184v1,2603.01184v1,,Psychology,arXiv,{}
Metric-Topology Factorization: A Computational Framework for Hippocampal-Neocortical Intelligence,Xin Li,2026,q-bio.NC,"The brain achieves stability and plasticity in a topologically complex, shifting world through Metric-Topology Factorization (MTF), separating discrete topological indexing for context selection from continuous metric condensation for local inference. Semantically rich environments defy single globally contractive geometries, causing obstructions under shifts, so intelligence factorizes these: the hippocampus provides sparse signatures indexing manifold identity, while the neocortex untangles geometry hierarchically. In the ventral stream, a dynamic-programming-like process quotients symmetries (e.g., translation, scale), transforming non-convex sensory mazes into separable bowls. Offline replay and consolidation amortize transformations for rapid task switching. Dreaming in REM involves stochastic hippocampal traversal to expose and regularize latent structures. Consciousness arises from resolving topological uncertainty into stable embeddings, with awareness for unamortized states. Evolutionarily, transitions like sensorimotor control to language expand topological complexity, demanding advanced indexing-metric separation. Intelligence emerges via recalibrating context-specific geometries, converting global navigation into local dynamics, not deeper search.",https://arxiv.org/abs/2603.03362v1,2603.03362v1,,Psychology,arXiv,{}
"Contextuality, Incompatibility, and Intra-System Entanglement of Mental Markers",Andrei Khrennikov; Felix Benninger; Oded Shor,2026,q-bio.NC,"Over the past two decades, quantum-like modeling (QLM) has emerged as a powerful framework for describing non-classical features of cognition and decision-making. Rather than assuming physical quantum processes in the brain, QLM employs the Hilbert space formalism to model contextuality, incompatibility of mental observables, and entanglement-like correlations. In this paper, we develop a quantum-informational model of mental markers within the broader I-field (information field) approach. We propose that, under conditions of information overload and limited cognitive resources, individuals primarily respond not to detailed semantic content but to compact content labels - mental markers - carrying cognitive and affective components. We formalize mental markers as structured quantum-like states and analyze the nonclassical correlations between their cognitive and affective components using the Contextuality-Incompatibility-Entanglement triad. Special attention is given to intra-system entanglement between rational (cognitive) evaluation and emotional (affective) coloring, accounting for context-dependent judgments, order effects, and affect-driven decision shifts. Illustrative examples with psychological interpretation and experimental perspectives are provided. An Appendix briefly discusses neurobiological analogues of information overload in neural networks, highlighting structural parallels with the proposed marker-based framework; coupling to the origin and diagnostics of neurological diseases is analyzed. The paper contributes to QLM by distinguishing inter-system and intra-system entanglement and by demonstrating that cognitive - affective entanglement constitutes a fundamental structural feature of mental markers in socially mediated information environments.",https://arxiv.org/abs/2603.03358v1,2603.03358v1,,Psychology,arXiv,{}
Inferring brain plasticity rule under long-term stimulation with structured recurrent dynamics,Zhichao Liang; Jingzhe Lin; Xinyi Li; Guanyi Zhao; Quanying Liu,2026,q-bio.NC,"Understanding how long-term stimulation reshapes neural circuits requires uncovering the rules of brain plasticity. While short-term synaptic modifications have been extensively characterized, the principles that drive circuit-level reorganization across hours to weeks remain unknown. Here, we formalize these principles as a latent dynamical law that governs how recurrent connectivity evolves under repeated interventions. To capture this law, we introduce the Stimulus-Evoked Evolution Recurrent dynamics (STEER) framework, a dual-timescale model that disentangles fast neural activity from slow plastic changes. STEER represents plasticity as low-dimensional latent coefficients evolving under a learnable recurrence, enabling testable inference of plasticity rules rather than absorbing them into black-box parameters. We validate STEER with four benchmarks: synthetic Lorenz systems with controlled parameter shifts, BCM-based networks with biologically grounded plasticity, a task learning setting with adaptively optimized external stimulation and longitudinal recordings from Parkinsonian rats receiving closed-loop DBS. Our results demonstrate that STEER recovers interpretable update equations, predicts network adaptation under unseen stimulation schedules, and supports the design of improved intervention protocols. By elevating long-term plasticity from a hidden confound to an identifiable dynamical object, STEER provides a data-driven foundation for both mechanistic insight and principled optimization of brain stimulation.",https://arxiv.org/abs/2603.00213v1,2603.00213v1,,Psychology,arXiv,{}
Inhibitory Cross-Talk Enables Functional Lateralization in Attention-Coupled Latent Memory,Hong Jeong,2026,q-bio.NC,"We present a memory-augmented transformer in which attention serves simultaneously as a retrieval, consolidation, and write-back operator. The core update, $A^\top A V W$, re-grounds retrieved values into persistent memory slots via the Gram matrix $A^\top A$, providing a principled tripartite projection: observation space $\to$ latent memory $\to$ supervised transformation. We partition the memory into lateralized left and right banks coupled through a sign-controlled cross-talk matrix $W_s$, and show that the sign of this coupling is decisive for specialization. Excitatory cross-talk ($s=+1$) causes bank-dominance collapse: one bank monopolises all inputs and $\mathcal{P}_{ct} \to 0.5$, despite lowering task loss. Inhibitory cross-talk ($s=-1$), motivated by the net inhibitory effect of callosal projections in human cortex, actively suppresses contralateral bank activation and achieves saturated specialization ($\mathcal{D}_{sep} = \pm 1.00$, $\mathcal{P}_{ct} \approx 0$). On a controlled symbolic benchmark combining an episodic bijection cipher (requiring associative recall) with a strict arithmetic progression (requiring rule extraction), the inhibitory model reduces cipher-domain loss by $124{\times}$ over the baseline while matching it on the arithmetic domain, confirming that persistent lateralized memory is necessary for episodic recall but not for rule-based prediction.",https://arxiv.org/abs/2603.03355v1,2603.03355v1,,Psychology,arXiv,{}
Non-Invasive Reconstruction of Intracranial EEG Across the Deep Temporal Lobe from Scalp EEG based on Conditional Normalizing Flow,Dongyi He; Bin Jiang; Kecheng Feng; Luyin Zhang; Ling Liu; Yuxuan Li; Yun Zhao; He Yan,2026,q-bio.NC,"Although obtaining deep brain activity from non-invasive scalp electroencephalography (sEEG) is crucial for neuroscience and clinical diagnosis, directly generating high-fidelity intracranial electroencephalography (iEEG) signals remains a largely unexplored field, limiting our understanding of deep brain dynamics. Current research primarily focuses on traditional signal processing or source localization methods, which struggle to capture the complex waveforms and random characteristics of iEEG. To address this critical challenge, this paper introduces NeuroFlowNet, a novel cross-modal generative framework whose core contribution lies in the first-ever reconstruction of iEEG signals from the entire deep temporal lobe region using sEEG signals. NeuroFlowNet is built on Conditional Normalizing Flow (CNF), which directly models complex conditional probability distributions through reversible transformations, thereby explicitly capturing the randomness of brain signals and fundamentally avoiding the pattern collapse issues common in existing generative models. Additionally, the model integrates a multi-scale architecture and self-attention mechanisms to robustly capture fine-grained temporal details and long-range dependencies. Validation results on a publicly available synchronized sEEG-iEEG dataset demonstrate NeuroFlowNet's effectiveness in terms of temporal waveform fidelity, spectral feature reproduction, and functional connectivity restoration. This study establishes a more reliable and scalable new paradigm for non-invasive analysis of deep brain dynamics. The code of this study is available in https://github.com/hdy6438/NeuroFlowNet",https://arxiv.org/abs/2603.03354v1,2603.03354v1,,Psychology,arXiv,{}
Exploiting network topology in brain-scale simulations of spiking neural networks,Melissa Lober; Markus Diesmann; Susanne Kunkel,2026,q-bio.NC,"Simulation code for conventional supercomputers serves as a reference for neuromorphic computing systems. The present bottleneck of distributed large-scale spiking neuronal network simulations is the communication between compute nodes. Communication speed seems limited by the interconnect between the nodes and the software library orchestrating the data transfer. Profiling reveals, however, that the variability of the time required by the compute nodes between communication calls is large. The bottleneck is in fact the waiting time for the slowest node. A statistical model explains total simulation time on the basis of the distribution of computation times between communication calls. A fundamental cure is to avoid communication calls because this requires fewer synchronizations and reduces the variability of computation times across compute nodes. The organization of the mammalian brain into areas lends itself to such an optimization strategy. Connections between neurons within an area have short delays, but the delays of the long-range connections across areas are an order of magnitude longer. This suggests a structure-aware mapping of areas to compute nodes allowing for a partition into more frequent communication between nodes simulating a particular area and less frequent global communication. We demonstrate a substantial performance gain on a real-world example. This work proposes a local-global hybrid communication architecture for large-scale neuronal network simulations as a first step in mapping the structure of the brain to the structure of a supercomputer. It challenges the long-standing belief that the bottleneck of simulation is synchronization inherent in the collective calls of standard communication libraries. We provide guidelines for the energy efficient simulation of neuronal networks on conventional computing systems and raise the bar for neuromorphic systems.",https://arxiv.org/abs/2602.23274v1,2602.23274v1,,Psychology,arXiv,{}
Collective Dynamics in Spiking Neural Networks Beyond Dale's Principle,Ross Ah-Weng; Hardik Rajpal,2026,q-bio.NC,"Dale's Principle has historically guided neuroscience research as a valuable rule of thumb, namely that all synapses on each neuron release the same set of neurotransmitters. Most existing Spiking Neuron Network models share this dichotomous assumption that neurons are either excitatory or inhibitory; however, recent experimental evidence points towards co-release mechanisms that violate this assumption. Here, we introduce a minimal model of ""Bilingual"" neurons violating Dale's principle that can exert both excitatory and inhibitory effects. We identify parameter regimes in which this architecture exhibits transitions between synchronous and asynchronous dynamics that differ quantitatively from those observed in a matched monolingual control architecture. We report distinct information-processing signatures both at the level of neurons and higher-order interactions between them near the phase transitions. These results suggest that the population of neurons violating Dales principle may provide an alternative mechanism for regulating large-scale oscillatory activity in neural circuits.",https://arxiv.org/abs/2602.23202v1,2602.23202v1,,Psychology,arXiv,{}
"Brain-OF: An Omnifunctional Foundation Model for fMRI, EEG and MEG",Hanning Guo; Farah Abdellatif; Hanwen Bi; Andrei Galbenus; Jon. N. Shah; Abigail Morrison; Jürgen Dammers,2026,q-bio.NC,"Brain foundation models have achieved remarkable advances across a wide range of neuroscience tasks. However, most existing models are limited to a single functional modality, restricting their ability to exploit complementary spatiotemporal dynamics and the collective data scale across imaging techniques. To address this limitation, we propose Brain-OF, the first omnifunctional brain foundation model jointly pretrained on fMRI, EEG and MEG, capable of handling both unimodal and multimodal inputs within a unified framework. To reconcile heterogeneous spatiotemporal resolutions, we introduce the Any-Resolution Neural Signal Sampler, which projects diverse brain signals into a shared semantic space. To further manage semantic shifts, the Brain-OF backbone integrates DINT attention with a Sparse Mixture of Experts, where shared experts capture modality-invariant representations and routed experts specialize in modality-specific semantics. Furthermore, we propose Masked Temporal-Frequency Modeling, a dual-domain pretraining objective that jointly reconstructs brain signals in both the time and frequency domains. Brain-OF is pretrained on a large-scale corpus comprising around 40 datasets and demonstrates superior performance across diverse downstream tasks, highlighting the benefits of joint multimodal integration and dual-domain pretraining.",https://arxiv.org/abs/2602.23410v2,2602.23410v2,,Psychology,arXiv,{}
SPD Learn: A Geometric Deep Learning Python Library for Neural Decoding Through Trivialization,Bruno Aristimunha; Ce Ju; Antoine Collas; Florent Bouchard; Ammar Mian; Bertrand Thirion; Sylvain Chevallier; Reinmar Kobler,2026,q-bio.NC,"Implementations of symmetric positive definite (SPD) matrix-based neural networks for neural decoding remain fragmented across research codebases and Python packages. Existing implementations often employ ad hoc handling of manifold constraints and non-unified training setups, which hinders reproducibility and integration into modern deep-learning workflows. To address this gap, we introduce SPD Learn, a unified and modular Python package for geometric deep learning with SPD matrices. SPD Learn provides core SPD operators and neural-network layers, including numerically stable spectral operators, and enforces Stiefel/SPD constraints via trivialization-based parameterizations. This design enables standard backpropagation and optimization in unconstrained Euclidean spaces while producing manifold-constrained parameters by construction. The package also offers reference implementations of representative SPDNet-based models and interfaces with widely used brain computer interface/neuroimaging toolkits and modern machine-learning libraries (e.g., MOABB, Braindecode, Nilearn, and SKADA), facilitating reproducible benchmarking and practical deployment.",https://arxiv.org/abs/2602.22895v1,2602.22895v1,,Psychology,arXiv,{}
Cognitive Models and AI Algorithms Provide Templates for Designing Language Agents,Ryan Liu; Dilip Arumugam; Cedegao E. Zhang; Sean Escola; Xaq Pitkow; Thomas L. Griffiths,2026,q-bio.NC,"While contemporary large language models (LLMs) are increasingly capable in isolation, there are still many difficult problems that lie beyond the abilities of a single LLM. For such tasks, there is still uncertainty about how best to take many LLMs as parts and combine them into a greater whole. This position paper argues that potential blueprints for designing such modular language agents can be found in the existing literature on cognitive models and artificial intelligence (AI) algorithms. To make this point clear, we formalize the idea of an agent template that specifies roles for individual LLMs and how their functionalities should be composed. We then survey a variety of existing language agents in the literature and highlight their underlying templates derived directly from cognitive models or AI algorithms. By highlighting these designs, we aim to call attention to agent templates inspired by cognitive science and AI as a powerful tool for developing effective, interpretable language agents.",https://arxiv.org/abs/2602.22523v1,2602.22523v1,,Psychology,arXiv,{}
Exploring Human Behavior During Abstract Rule Inference and Problem Solving with the Cognitive Abstraction and Reasoning Corpus,Caroline Ahn; Quan Do; Leah Bakst; Michael P. Pascale; Joseph T. McGuire; Michael E. Hasselmo; Chantal E. Stern,2026,q-bio.NC,"Humans exhibit remarkable flexibility in abstract reasoning, and can rapidly learn and apply rules from sparse examples. To investigate the cognitive strategies underlying this ability, we introduce the Cognitive Abstraction and Reasoning Corpus (CogARC), a diverse human-adapted subset of the Abstraction and Reasoning Corpus (ARC) which was originally developed to benchmark abstract reasoning in artificial intelligence. Across two experiments, CogARC was administered to a total of 260 human participants who freely generated solutions to 75 abstract visual reasoning problems. Success required inferring input-output rules from a small number of examples to transform the test input into one correct test output. Participants' behavior was recorded at high temporal resolution, including example viewing, edit sequences, and multi-attempt submissions. Participants were generally successful (mean accuracy ~90% for experiment 1 (n=40), ~80% for experiment 2 (n=220) across problems), but performance varied widely across problems and participants. Harder problems elicited longer deliberation times and greater divergence in solution strategies. Over the course of the task, participants initiated responses more quickly but showed a slight decline in accuracy, suggesting increased familiarity with the task structure rather than improved rule-learning ability. Importantly, even incorrect solutions were often highly convergent, even when the problem-solving trajectories differed in length and smoothness. Some trajectories progressed directly and efficiently toward a stable outcome, whereas others involved extended exploration or partial restarts before converging. Together, these findings highlight CogARC as a rich behavioral environment for studying human abstract reasoning, providing insight into how people generalize, misgeneralize, and adapt their strategies under uncertainty.",https://arxiv.org/abs/2602.22408v1,2602.22408v1,,Psychology,arXiv,{}
Spatiotemporal bursting in simulated cultures of cortical neurons,Michael Stiber; Natalie Gonzales; Jewel YunHsuan Lee,2026,q-bio.NC,"Cultures of neurons grown on multi-electrode arrays have become a common experimental preparation for investigating developing neural networks. Experiment and simulation have shown that these developing networks eventually exhibit bursting behavior in which the entire culture participates for short periods of time, with inter-burst intervals in which the network is comparatively quiescent. This paper extends previous simulation results by examining the spatiotemporal patterns of such bursting. We show that these bursts originate at a small number of network locations and propagate as waves of activity. We demonstrate that this type of activity does not require fine tuning of neuron or network parameters. We also examine how this activity changes during development and the dependence of such activity and its triggering on both local and global network properties.",https://arxiv.org/abs/2602.22364v1,2602.22364v1,,Psychology,arXiv,{}
Efficient Coding Predicts Synaptic Conductance,James V Stone,2026,q-bio.NC,"Synapses are efficient in the sense that their natural conductance values convey as many bits per Joule as possible, but efficiency falls rapidly if the conductance is forced to deviate from its natural value (Harris et al, 2015). However, the exact manner in which efficiency falls as conductance deviates from its natural value remains unexplained. Here, we express the minimal energy boundary proposed in Malkin et al (2026) in terms of Shannon's information theory (Shannon, 1949) to derive a biophysically motivated model that accurately predicts the decrease in efficiency values observed in Harris et al (2015) across a wide range of synaptic conductances.",https://arxiv.org/abs/2603.03347v1,2603.03347v1,,Psychology,arXiv,{}
Limits of optimal decoding under synaptic coarse-tuning,Ori Hendler; Ronen Segev; Maoz Shamir,2026,q-bio.NC,"Sensory information propagates through successive processing stages in the brain, where synaptic weight patterns between stations determine how downstream neurons decode information from upstream populations. Although optimized synaptic connectivity can enhance information transmission, it requires precise weight tuning. Recent evidence depicting substantial synaptic volatility raises two fundamental questions: How does coarse-tuning of synaptic connectivity affect information transmission? What strategies could the nervous system employ to maintain reliable communication despite synaptic fluctuations? We addressed these questions by analyzing the signal-to-noise ratio ($SNR$) for binary stimulus discrimination under two decoding schemes: a naive population average and an optimized linear decoder. For the naive decoder, we found that $SNR$ remains largely insensitive to synaptic imprecision, since performance is already limited by correlated noise in neuronal responses. For the optimal decoder, we identified three distinct regimes. Under weak coarse-tuning, $SNR^2$ scales linearly with population size $N$. Under moderate coarse-tuning, scaling becomes sublinear. Under strong coarse-tuning, the regime most consistent with observed neuronal heterogeneity, $SNR$ saturates and can not be improved by recruiting larger populations. This limitation persists even when incorporating feedforward or recurrent network architectures. These findings suggest that in the biologically relevant regime of strong coarse-tuning, naive and optimal decoders can achieve qualitatively similar performance. The analysis shows that effective readout under synaptic volatility is constrained to an invariant low-dimensional manifold aligned with the naive decoder, potentially pointing to a fundamental principle for robust neural computation in the face of ongoing synaptic remodeling.",https://arxiv.org/abs/2602.21758v1,2602.21758v1,,Psychology,arXiv,{}
"One Brain, Omni Modalities: Towards Unified Non-Invasive Brain Decoding with Large Language Models",Changli Tang; Shurui Li; Junliang Wang; Qinfan Xiao; Zhonghao Zhai; Lei Bai; Yu Qiao; Bowen Zhou; Wen Wu; Yuanning Li; Chao Zhang,2026,q-bio.NC,"Deciphering brain function through non-invasive recordings requires synthesizing complementary high-frequency electromagnetic (EEG/MEG) and low-frequency metabolic (fMRI) signals. However, despite their shared neural origins, extreme discrepancies have traditionally confined these modalities to isolated analysis pipelines, hindering a holistic interpretation of brain activity. To bridge this fragmentation, we introduce \textbf{NOBEL}, a \textbf{n}euro-\textbf{o}mni-modal \textbf{b}rain-\textbf{e}ncoding \textbf{l}arge language model (LLM) that unifies these heterogeneous signals within the LLM's semantic embedding space. Our architecture integrates a unified encoder for EEG and MEG with a novel dual-path strategy for fMRI, aligning non-invasive brain signals and external sensory stimuli into a shared token space, then leverages an LLM as a universal backbone. Extensive evaluations demonstrate that NOBEL serves as a robust generalist across standard single-modal tasks. We also show that the synergistic fusion of electromagnetic and metabolic signals yields higher decoding accuracy than unimodal baselines, validating the complementary nature of multiple neural modalities. Furthermore, NOBEL exhibits strong capabilities in stimulus-aware decoding, effectively interpreting visual semantics from multi-subject fMRI data on the NSD and HAD datasets while uniquely leveraging direct stimulus inputs to verify causal links between sensory signals and neural responses. NOBEL thus takes a step towards unifying non-invasive brain decoding, demonstrating the promising potential of omni-modal brain understanding.",https://arxiv.org/abs/2602.21522v1,2602.21522v1,,Psychology,arXiv,{}
Characterization of Phase Transitions in a Lipkin-Meshkov-Glick Quantum Brain Model,Elvira Romera; Joaquín J. Torres,2026,q-bio.NC,"In this work we analyze the emergence of phase transitions in a quantum brain model inspired by the Lipkin-Meshkov-Glick framework, where biologically motivated synaptic feedback modulates the collective interaction in a nonlinear and state-dependent manner. We demonstrate that incorporating this retroactive mechanism substantially reshapes the phase structure, yielding an expansion of the paramagnetic phase at the expense of the ferromagnetic phases relative to the feedback-free scenario. This effect is markedly enhanced in the presence of a longitudinal field, as the feedback couples directly to the longitudinal magnetization, leading to an appreciable displacement of the critical boundaries. We characterize the ensuing transitions from a phase-space perspective by means of the ground-state Husimi distribution and the Wehrl entropy, which provide a robust diagnosis of qualitative changes in localization and enable a quantitative assessment of feedback-induced deformations of the phase diagram. Additionally, we perform an explicit dynamical analysis based on mean-field equations for the collective-spin orientation self-consistently coupled to the synaptic dynamics, which reproduces with high fidelity the quantum time evolution of collective observables for the protocols considered. Overall, these findings substantiate the suitability of this quantum brain model as a controlled theoretical framework for elucidating how synaptic plasticity mechanisms can parametrically tune and reshape collective criticality.",https://arxiv.org/abs/2603.03345v1,2603.03345v1,,Psychology,arXiv,{}
Neuro-Symbolic Decoding of Neural Activity,Yanchen Wang; Joy Hsu; Ehsan Adeli; Jiajun Wu,2026,q-bio.NC,"We propose NEURONA, a neuro-symbolic framework for fMRI decoding and concept grounding in neural activity. Leveraging image- and video-based fMRI question-answering datasets, NEURONA learns to decode interacting concepts from visual stimuli based on patterns of fMRI responses, integrating symbolic reasoning and compositional execution with fMRI grounding across brain regions. We demonstrate that incorporating structural priors (e.g., compositional predicate-argument dependencies between concepts) into the decoding process significantly improves both decoding accuracy over precise queries, and notably, generalization to unseen queries at test time. With NEURONA, we highlight neuro-symbolic frameworks as promising tools for understanding neural activity.",https://arxiv.org/abs/2603.03343v1,2603.03343v1,,Psychology,arXiv,{}
CRCC: Contrast-Based Robust Cross-Subject and Cross-Site Representation Learning for EEG,Xiaobin Wong; Zhonghua Zhao; Haoran Guo; Zhengyi Liu; Yu Wu; Feng Yan; Zhiren Wang; Sen Song,2026,q-bio.NC,"EEG-based neural decoding models often fail to generalize across acquisition sites due to structured, site-dependent biases implicitly exploited during training. We reformulate cross-site clinical EEG learning as a bias-factorized generalization problem, in which domain shifts arise from multiple interacting sources. We identify three fundamental bias factors and propose a general training framework that mitigates their influence through data standardization and representation-level constraints. We construct a standardized multi-site EEG benchmark for Major Depressive Disorder and introduce CRCC, a two-stage training paradigm combining encoder-decoder pretraining with joint fine-tuning via cross-subject/site contrastive learning and site-adversarial optimization. CRCC consistently outperforms state-of-the-art baselines and achieves a 10.7 percentage-point improvement in balanced accuracy under strict zero-shot site transfer, demonstrating robust generalization to unseen environments.",https://arxiv.org/abs/2602.19138v1,2602.19138v1,,Psychology,arXiv,{}
Critical Scaling and Metabolic Regulation in a Ginzburg--Landau Theory of Cognitive Dynamics,Gunn Kim,2026,q-bio.NC,"We formulate a phenomenological effective field theory in which biological intelligence emerges as a macroscopic order parameter sustained by continuous metabolic flux. By modeling cognition as a coarse-grained neural activity field governed by a variational free energy, we derive closed-form expressions for information capacity and structural susceptibility using a Gaussian maximum entropy approximation. The theory predicts a universal algebraic divergence of the susceptibility, $χ\sim K^{-3/2}$, as the structural stiffness $K$ approaches the instability threshold. The exponent $γ= 3/2$ is consistent with the mean-field branching process universality class, thereby providing a theoretical rationale for the observed avalanche size exponent $τ\approx 3/2$ in cortical dynamics without invoking microscopic equivalence. We identify adult cognition as a metabolically pinned non-equilibrium steady state maintained near the critical regime $Γ\equiv K/α\approx 1$ by continuous metabolic regulation, while pathological decline corresponds to a delocalization transition triggered by the violation of structural stability conditions. The framework generates concrete, falsifiable predictions for attention scaling, altered states of consciousness, and transcranial magnetic stimulation responses, each of which can be tested against existing neuroimaging and electrophysiological datasets.",https://arxiv.org/abs/2602.19023v1,2602.19023v1,,Psychology,arXiv,{}
Modularity is the Bedrock of Natural and Artificial Intelligence,Alessandro Salatiello,2026,q-bio.NC,"The remarkable performance of modern AI systems has been driven by unprecedented scales of data, computation, and energy -- far exceeding the resources required by human intelligence. This disparity highlights the need for new guiding principles and motivates drawing inspiration from the fundamental organizational principles of brain computation. Among these principles, modularity has been shown to be critical for supporting the efficient learning and strong generalization abilities consistently exhibited by humans. Furthermore, modularity aligns well with the No Free Lunch Theorem, which highlights the need for problem-specific inductive biases and motivates architectures composed of specialized components that solve subproblems. However, despite its fundamental role in natural intelligence and its demonstrated benefits across a range of seemingly disparate AI subfields, modularity remains relatively underappreciated in mainstream AI research. In this work, we review several research threads in artificial intelligence and neuroscience through a conceptual framework that highlights the central role of modularity in supporting both artificial and natural intelligence. In particular, we examine what computational advantages modularity provides, how it has emerged as a solution across several AI research areas, which modularity principles the brain exploits, and how modularity can help bridge the gap between natural and artificial intelligence.",https://arxiv.org/abs/2602.18960v1,2602.18960v1,,Psychology,arXiv,{}
From Modules to Movement: Deconstructing the Modular Architecture of the Motor System,Alessandro Salatiello,2026,q-bio.NC,"Coordinating multi-articulated bodies to generate purposeful movement is a formidable computational challenge. Yet the human motor system performs this task robustly in dynamic, uncertain environments, despite noisy and delayed feedback, slow actuators, and strict energetic constraints. A central question is what organizational principles underlie this efficiency. One widely recognized principle of neural organization is modularity, which enables complex problems to be decomposed into simpler subproblems that specialized modules are optimized to solve. In this review, we argue that modularity is a fundamental organizing principle of the motor system. We first summarize evidence for brain modularity, ranging from classical lesion studies to contemporary graph-theoretical analyses. We next discuss the main factors underlying the emergence and evolutionary selection of modular architectures, highlighting the computational advantages they provide. We then review the major neuroanatomical modules that structure current descriptions of the motor system and compare three prominent computational frameworks of motor control$-$optimal feedback control theory, muscle synergy theory, and dynamical systems approaches$-$showing that all implicitly or explicitly rely on specialized computational modules. We conclude by contrasting the key strengths and limitations of existing frameworks and by proposing promising directions toward more comprehensive theories.",https://arxiv.org/abs/2602.18787v1,2602.18787v1,,Psychology,arXiv,{}
A Data-Driven Method to Map the Functional Organisation of Human Brain White Matter,Yifei Sun; James M. Shine; Robert D. Sanders; Robin F. H. Cash; Sharon L. Naismith; Fernando Calamante; Jinglei Lv,2026,q-bio.NC,"The white matter of the brain is organised into axonal bundles that support long-range neural communication. Although diffusion MRI (dMRI) enables detailed mapping of these pathways through tractography, how white matter pathways directly facilitate large-scale neural synchronisation remains poorly understood. We developed a data-driven framework that integrates dMRI and functional MRI (fMRI) to model the dynamic coupling supported by white matter tracks. Specifically, we employed track dynamic functional connectivity (Track-DFC) to characterise functional coupling of remote grey matter connected by individual white matter tracks. Using independent component analysis followed by k-medoids clustering, we derived functionally-coherent clusters of white matter tracks from the Human Connectome Project young adult cohort. When applied to the HCP ageing cohort, these clusters exhibited widespread age-related declines in both functional coupling strength and temporal variability. Importantly, specific clusters encompassing pathways linking control, default mode, attention, and visual systems significantly mediated the relationship between age and cognitive performance. Together, these findings depict the functional organisation of white matter tracks and provide a powerful tool to study brain ageing and cognitive decline.",https://arxiv.org/abs/2602.18715v1,2602.18715v1,,Psychology,arXiv,{}
Neural Fields as World Models,Joshua Nunley,2026,q-bio.NC,"How does the brain predict physical outcomes while acting in the world? Machine learning world models compress visual input into latent spaces, discarding the spatial structure that characterizes sensory cortex. We propose isomorphic world models: architectures preserving sensory topology so that physics prediction becomes geometric propagation rather than abstract state transition. We implement this using neural fields with motor-gated channels, where activity evolves through local lateral connectivity and motor commands multiplicatively modulate specific populations. Three experiments support this approach: (1) local connectivity is sufficient to learn ballistic physics, with predictions traversing intermediate locations rather than ""teleporting""; (2) policies trained entirely in imagination transfer to real physics at nearly twice the rate of latent-space alternatives; and (3) motor-gated channels spontaneously develop body-selective encoding through visuomotor prediction alone. These findings suggest intuitive physics and body schema may share a common origin in spatially structured neural dynamics.",https://arxiv.org/abs/2602.18690v1,2602.18690v1,,Psychology,arXiv,{}
